ONSConstID,A1,A2,A3,Err1
E14000717,0.541408055,0.715049473,0.084511241,0.212124813
E14000718,0.254227394,0.346908872,0.11102035,0.082833599
E14000719,0.545767353,0.411779251,0.129279582,0.317908174
E14000720,0.126576433,0.209495584,0.102682058,0.043377561
E14000721,0.109170069,0.221796833,0.117901788,0.037818769
E14000722,0.518533541,0.663447273,0.084116859,0.25155271
E14000723,0.416998094,0.604224313,0.0870173,0.19914482
E14000724,0.609545101,0.554973644,0.076887448,0.350021673
E14000725,0.216284987,0.57823473,0.091604821,0.232928475
E14000726,0.281788257,0.310387782,0.116072939,0.056270189
E14000727,0.323659835,0.234826777,0.080076006,0.079275295
E14000728,0.52319525,0.522466369,0.088861735,0.322126032
E14000729,0.540293449,0.680185281,0.080639736,0.263722414
E14000730,0.554758548,0.472193662,0.068298893,0.291197927
E14000731,0.494227554,0.504755595,0.094775494,0.269756709
E14000732,0.344077053,0.413876491,0.091585465,0.208785585
E14000733,0.342273216,0.695683297,0.091341766,0.18949399
E14000734,0.585068732,0.610746274,0.09206976,0.303923626
E14000735,0.468684951,0.562282331,0.084531042,0.200430116
E14000736,0.597573088,0.624505809,0.079945578,0.269524836
E14000737,0.286201414,0.594054459,0.104146804,0.217096119
E14000738,0.454250884,0.514243857,0.070541725,0.302275793
E14000739,0.549615546,0.551688043,0.082213072,0.302474838
E14000740,0.338803761,0.674975508,0.081744363,0.247413686
E14000741,0.480283443,0.419350886,0.102144501,0.207383327
E14000742,0.591061139,0.430718163,0.062476997,0.377751172
E14000743,0.534902147,0.601516969,0.080539942,0.273537658
E14000744,0.603147086,0.49213024,0.068409067,0.326966597
E14000745,0.611027118,0.508365256,0.079605322,0.306149128
E14000746,0.540758048,0.453883671,0.065730101,0.327026861
E14000747,0.380246666,0.621514934,0.089187056,0.223335337
E14000748,0.453660892,0.505480277,0.080733178,0.286807374
E14000749,0.530578569,0.392106281,0.060889295,0.345366791
E14000750,0.183636456,0.27421208,0.166003155,0.045327814
E14000751,0.602194665,0.694528066,0.084203566,0.248095936
E14000752,0.148427592,0.184812285,0.081470932,0.105493263
E14000753,0.595382903,0.4866966,0.066099603,0.353627984
E14000754,0.29710704,0.647132153,0.084273925,0.205739249
E14000755,0.315733732,0.339214697,0.077902419,0.167737036
E14000756,0.329994981,0.510812505,0.126773422,0.192286801
E14000757,0.551155392,0.532747146,0.081951644,0.325001079
E14000758,0.404959958,0.657517922,0.086459662,0.224019358
E14000759,0.395723541,0.525668987,0.086656464,0.233765548
E14000760,0.209462858,0.438741455,0.104300378,0.180134439
E14000761,0.457422684,0.565676598,0.100465125,0.206033553
E14000762,0.512761987,0.619463341,0.070531226,0.23501678
E14000763,0.125091028,0.235002122,0.104466072,0.043536244
E14000764,0.20655997,0.261369942,0.1465964,0.040156376
E14000765,0.250029054,0.616159689,0.083413404,0.186188788
E14000766,0.460552268,0.534889263,0.075882656,0.252431821
E14000767,0.608074667,0.465989048,0.077493155,0.37981737
E14000768,0.421775215,0.313504435,0.095188936,0.074348792
E14000769,0.579224354,0.609883689,0.07512169,0.302360142
E14000770,0.380938596,0.415941469,0.116794631,0.213291272
E14000771,0.299115672,0.726331543,0.098393465,0.15404217
E14000772,0.252222402,0.599743353,0.165905519,0.148736023
E14000773,0.298481123,0.678446033,0.099331412,0.144338785
E14000774,0.548901336,0.56835363,0.0792178,0.327414261
E14000775,0.092586919,0.524393861,0.096410355,0.165525114
E14000776,0.406205832,0.509139906,0.186635892,0.217346909
E14000777,0.204623162,0.474258377,0.234133823,0.086036918
E14000778,0.30588065,0.609085115,0.091596185,0.14947315
E14000779,0.310288873,0.373261813,0.080521606,0.250676331
E14000780,0.196534664,0.35397489,0.255832378,0.257793978
E14000781,0.261621161,0.549770289,0.127718035,0.159549906
E14000782,0.242026553,0.531644199,0.095973093,0.195123869
E14000783,0.215689768,0.425820239,0.197607451,0.156547687
E14000784,0.313579655,0.516656347,0.129969029,0.157527466
E14000785,0.35825831,0.634528829,0.083691758,0.261821757
E14000786,0.494906997,0.469681005,0.065153302,0.261652734
E14000787,0.230058685,0.354481551,0.085621196,0.118450167
E14000788,0.230261674,0.344683806,0.079212778,0.107910594
E14000789,0.137211497,0.246692965,0.121805951,0.067247768
E14000790,0.208498473,0.350055049,0.108510985,0.116907991
E14000791,0.635565354,0.575743913,0.066344034,0.350872198
E14000792,0.447370582,0.573115101,0.158613426,0.208405373
E14000793,0.096876302,0.268888971,0.273407588,0.09653167
E14000794,0.085882883,0.538036006,0.102627454,0.099339685
E14000795,0.12032539,0.358495654,0.138129638,0.146341463
E14000796,0.09881983,0.502827116,0.093817997,0.154188096
E14000797,0.499039669,0.496691347,0.178751122,0.280141753
E14000798,0.63923367,0.694253371,0.066873097,0.272523511
E14000799,0.629037422,0.585841854,0.064532095,0.324758842
E14000800,0.330337609,0.582116142,0.086197661,0.252971655
E14000801,0.322524007,0.554446273,0.125757851,0.203085905
E14000802,0.52654354,0.481571306,0.065949736,0.327592525
E14000803,0.647641615,0.454133552,0.063024467,0.373562514
E14000804,0.563760466,0.558683046,0.079102031,0.306851046
E14000805,0.313276373,0.650009038,0.081770229,0.284039852
E14000806,0.679474921,0.613139427,0.070565447,0.358545554
E14000807,0.141693484,0.366587346,0.244189509,0.074072763
E14000808,0.073009379,0.379048112,0.203259051,0.114243176
E14000809,0.103167792,0.263073428,0.180320929,0.206506054
E14000810,0.466375581,0.708629135,0.086659774,0.24886485
E14000811,0.657366401,0.529288912,0.0695837,0.374700514
E14000812,0.619896419,0.580859496,0.082766997,0.292717553
E14000813,0.616680921,0.522609586,0.073351245,0.379386784
E14000814,0.585912529,0.525330997,0.068062454,0.328366492
E14000815,0.592386123,0.57927011,0.070253611,0.340870232
E14000816,0.589710426,0.605826907,0.071634615,0.315467222
E14000817,0.56921729,0.466889815,0.066656583,0.322098664
E14000818,0.652888961,0.589437138,0.068964787,0.344532728
E14000819,0.267446755,0.649344265,0.13311671,0.144839932
E14000820,0.49649307,0.650028211,0.080225368,0.254377627
E14000821,0.475048495,0.498002327,0.079155651,0.295499465
E14000822,0.475327978,0.5296085,0.075458775,0.300147964
E14000823,0.24240409,0.491130821,0.09501636,0.152909198
E14000824,0.618622854,0.475853783,0.060147528,0.362625982
E14000825,0.476881968,0.589129428,0.073879771,0.240624039
E14000826,0.507095517,0.597858784,0.074026095,0.287813414
E14000827,0.626134019,0.595424031,0.072672341,0.340043707
E14000828,0.668386161,0.558786158,0.059370393,0.310641999
E14000829,0.626666909,0.557533113,0.071823484,0.312561464
E14000830,0.614619797,0.475103764,0.069205794,0.352255888
E14000831,0.246239284,0.483744978,0.151366698,0.12662465
E14000832,0.21293561,0.411302026,0.287564469,0.134697077
E14000833,0.339214712,0.571474329,0.08419605,0.205964538
E14000834,0.481136809,0.616673591,0.125043566,0.253084132
E14000835,0.554544222,0.56101102,0.072556273,0.284514801
E14000836,0.300237848,0.708247933,0.088138439,0.223764671
E14000837,0.507125471,0.603202179,0.069013956,0.298752971
E14000838,0.458073782,0.570384794,0.073569133,0.269943251
E14000839,0.649074008,0.564114766,0.069455604,0.35311894
E14000840,0.299833657,0.601344263,0.08016528,0.235418821
E14000841,0.609451884,0.532932601,0.065812532,0.372427691
E14000842,0.644471136,0.694460401,0.077133908,0.288966357
E14000843,0.491921397,0.621731352,0.073079291,0.29629536
E14000844,0.65514429,0.459230385,0.062233971,0.425285231
E14000845,0.586308024,0.513769341,0.067092752,0.329498413
E14000846,0.536461706,0.521168812,0.074417431,0.342984783
E14000847,0.619746099,0.582501619,0.063766936,0.338635618
E14000848,0.416724151,0.582538816,0.062460866,0.277087772
E14000849,0.605082825,0.594574602,0.082518126,0.31605639
E14000850,0.542068587,0.479673916,0.059820102,0.364821467
E14000851,0.535976398,0.574426724,0.078770601,0.298730594
E14000852,0.562090016,0.649697987,0.075012031,0.240618861
E14000853,0.273105681,0.593653326,0.081378256,0.173371729
E14000854,0.569333164,0.677703565,0.07600462,0.298477724
E14000855,0.586473098,0.569533401,0.079449229,0.331203845
E14000856,0.344787274,0.549829276,0.073698151,0.258271545
E14000857,0.620550602,0.545254317,0.07015824,0.346845761
E14000858,0.581853159,0.606984777,0.071703685,0.336740953
E14000859,0.602487144,0.661405022,0.074744544,0.267107046
E14000860,0.603247309,0.503664327,0.067023463,0.374950967
E14000861,0.472163059,0.606855735,0.106726842,0.239906658
E14000862,0.468660135,0.596112425,0.102205843,0.22157701
E14000863,0.477176163,0.573218222,0.084874989,0.228767405
E14000864,0.305983372,0.403606039,0.170363091,0.16200548
E14000865,0.21644163,0.428035476,0.192423113,0.114243606
E14000866,0.310733579,0.654990463,0.098831643,0.128430877
E14000867,0.308566561,0.450235215,0.283522379,0.156264709
E14000868,0.515661971,0.647546321,0.085216169,0.278014073
E14000869,0.614982723,0.631582314,0.089975397,0.262159435
E14000870,0.370920765,0.573084235,0.087538508,0.231063912
E14000871,0.27622958,0.627191046,0.09456615,0.190414639
E14000872,0.629436595,0.559974796,0.070773189,0.28484017
E14000873,0.219571026,0.323125515,0.216602461,0.164021042
E14000874,0.423858714,0.381809531,0.096834458,0.269798689
E14000875,0.490168101,0.631542958,0.0880584,0.222394773
E14000876,0.431538353,0.613481636,0.067334702,0.302145537
E14000877,0.604217775,0.553668616,0.067024915,0.325758
E14000878,0.468033851,0.628817319,0.094953818,0.21269959
E14000879,0.518902614,0.687930955,0.086672931,0.213849182
E14000880,0.399859397,0.50862105,0.194602492,0.164546651
E14000881,0.579498495,0.569432444,0.074536444,0.273554502
E14000882,0.201414629,0.341864289,0.129799216,0.049423738
E14000883,0.547765304,0.662167205,0.087893251,0.229728365
E14000884,0.375532917,0.488858674,0.215848594,0.14557031
E14000885,0.238418968,0.568512832,0.171217556,0.144486498
E14000886,0.473507663,0.48352715,0.074109504,0.288261863
E14000887,0.440973259,0.268514131,0.099179836,0.109110304
E14000888,0.667245088,0.678895093,0.069972882,0.330076498
E14000889,0.422607625,0.382385495,0.14475063,0.243802906
E14000890,0.488950276,0.52676687,0.079909733,0.255186071
E14000891,0.33218985,0.675739185,0.090462381,0.211591705
E14000892,0.523239608,0.61419735,0.081994268,0.306110315
E14000893,0.57402969,0.477943515,0.0680432,0.327567835
E14000894,0.578242754,0.586805144,0.073868502,0.330842907
E14000895,0.639468191,0.54699129,0.093643116,0.31870502
E14000896,0.451413232,0.277038711,0.073121887,0.189514643
E14000897,0.284070018,0.576847501,0.094791522,0.209415242
E14000898,0.543658986,0.631052646,0.101974903,0.287029643
E14000899,0.487068236,0.604552041,0.086608115,0.207162676
E14000900,0.594085376,0.677797444,0.089473794,0.247478469
E14000901,0.571895946,0.458092773,0.13106301,0.341472545
E14000902,0.508393811,0.585913029,0.079925362,0.2767909
E14000903,0.402905755,0.668806443,0.077054795,0.295419039
E14000904,0.264140495,0.68217627,0.092444563,0.196156111
E14000905,0.542932835,0.583676602,0.074066018,0.299419177
E14000906,0.57238395,0.490205247,0.069155747,0.307446469
E14000907,0.609118565,0.498002617,0.1069191,0.331934676
E14000908,0.518307009,0.413078797,0.081663385,0.349368183
E14000909,0.62827216,0.53957426,0.068733528,0.347738885
E14000910,0.617770189,0.509249359,0.068870821,0.375453849
E14000911,0.252756253,0.530053139,0.139111529,0.144232501
E14000912,0.580593123,0.503384916,0.070722857,0.307499418
E14000913,0.483676584,0.613699703,0.084261645,0.198268221
E14000914,0.434928611,0.69086341,0.088731683,0.234567569
E14000915,0.388136857,0.589488067,0.076634958,0.259166303
E14000916,0.330497897,0.451258286,0.073034369,0.304271817
E14000917,0.587078251,0.577882315,0.073371685,0.357254882
E14000918,0.637354055,0.538611222,0.066316319,0.331838683
E14000919,0.129811809,0.304072173,0.326836335,0.126667259
E14000920,0.314753647,0.664899271,0.081340537,0.219891001
E14000921,0.216145211,0.614393463,0.092795341,0.140860932
E14000922,0.237828832,0.359007007,0.136711581,0.308387415
E14000923,0.287070954,0.576059191,0.090054137,0.175404086
E14000924,0.515178772,0.637624516,0.076700987,0.288500822
E14000925,0.513475044,0.485142879,0.070017652,0.27882458
E14000926,0.499510335,0.53016796,0.078324315,0.284310132
E14000927,0.601510051,0.657612536,0.08382591,0.283579365
E14000928,0.62652654,0.530334506,0.064916487,0.316985366
E14000929,0.642050549,0.61532469,0.063436464,0.341572277
E14000930,0.316272217,0.541003798,0.090683934,0.245122634
E14000931,0.581253965,0.542786159,0.072902436,0.326467358
E14000932,0.567066299,0.509619902,0.065812289,0.340961827
E14000933,0.568994058,0.73078706,0.087793902,0.275277911
E14000934,0.518005668,0.384437596,0.072135656,0.36865272
E14000935,0.58723946,0.60351001,0.073289575,0.352303037
E14000936,0.561303125,0.594928107,0.079946521,0.250789546
E14000937,0.533332275,0.449884375,0.070056369,0.343796616
E14000938,0.554129716,0.549465019,0.065133491,0.292430217
E14000939,0.699175196,0.711779596,0.070276815,0.310492605
E14000940,0.613787507,0.582165414,0.076236393,0.358432344
E14000941,0.58221924,0.511065437,0.063751999,0.351496491
E14000942,0.624619219,0.526725841,0.063917393,0.408466454
E14000943,0.528504213,0.568542047,0.077168767,0.333052318
E14000944,0.259246542,0.627933151,0.092983693,0.14883905
E14000945,0.697646207,0.653394099,0.081244995,0.340534498
E14000946,0.605310224,0.541503232,0.063758828,0.332909622
E14000947,0.483879776,0.515744425,0.089315354,0.245468453
E14000948,0.507748276,0.616340766,0.079585921,0.212908988
E14000949,0.592450795,0.586108092,0.078858386,0.311964598
E14000950,0.598482699,0.552296083,0.068719392,0.333736624
E14000951,0.579163438,0.463744066,0.066205168,0.344209462
E14000952,0.627556471,0.662516675,0.078263304,0.309172218
E14000953,0.557370267,0.40607916,0.064792638,0.362144944
E14000954,0.599824661,0.576870734,0.072627187,0.309034043
E14000955,0.4654041,0.59958702,0.145058454,0.213620397
E14000956,0.341257489,0.506528365,0.163795951,0.18897781
E14000957,0.551927274,0.572462984,0.068313757,0.249461235
E14000958,0.38662524,0.455067037,0.072935683,0.236741142
E14000959,0.572523197,0.60299599,0.074928346,0.316334278
E14000960,0.431085301,0.380152969,0.067722679,0.317616291
E14000961,0.495388475,0.63507999,0.074424899,0.278249869
E14000962,0.270917128,0.582912107,0.083683872,0.258979297
E14000963,0.218129562,0.561194302,0.086948747,0.229711332
E14000964,0.43181197,0.551260072,0.067311648,0.250708778
E14000965,0.547415453,0.572184257,0.094430739,0.292514643
E14000966,0.581413056,0.645823154,0.069424558,0.317866746
E14000967,0.381397649,0.585217727,0.08441247,0.239539115
E14000968,0.502726701,0.571201914,0.087650756,0.272199149
E14000969,0.284156557,0.481558918,0.084396721,0.213628187
E14000970,0.364817112,0.665002326,0.096117697,0.211427532
E14000971,0.468452735,0.578035032,0.091396608,0.303641236
E14000972,0.397827727,0.650165631,0.137249711,0.16726934
E14000973,0.452615709,0.721233699,0.088166262,0.210964457
E14000974,0.490549292,0.708479799,0.086990027,0.236016086
E14000975,0.6318756,0.580424167,0.06650524,0.358352633
E14000976,0.545369683,0.651202149,0.076790634,0.292694636
E14000977,0.628726743,0.511654288,0.062730252,0.343542875
E14000978,0.213764674,0.224124416,0.096761295,0.076172938
E14000979,0.275228627,0.484676854,0.083443883,0.229298897
E14000980,0.459242196,0.459874941,0.068636291,0.341773048
E14000981,0.58051796,0.558157142,0.064259504,0.295995291
E14000982,0.333821019,0.546529467,0.122210542,0.167648805
E14000983,0.641935595,0.519961757,0.068810119,0.392281422
E14000984,0.511198769,0.512674333,0.071869991,0.232177434
E14000985,0.609633357,0.466764256,0.068533336,0.341239
E14000986,0.610231373,0.660041137,0.087765121,0.30638254
E14000987,0.585634009,0.4583063,0.060804157,0.361480831
E14000988,0.5286505,0.529247106,0.079419532,0.282814932
E14000989,0.487333841,0.670579494,0.089553891,0.257535826
E14000990,0.59995938,0.537790386,0.071738643,0.326484127
E14000991,0.606361596,0.477969054,0.067422061,0.345441886
E14000992,0.554308099,0.582479077,0.096684414,0.306723733
E14000993,0.600261045,0.564259516,0.065549928,0.308204096
E14000994,0.552535017,0.533283905,0.073607795,0.365834657
E14000995,0.39503229,0.702591365,0.086164036,0.252952198
E14000996,0.613525902,0.576250582,0.062935705,0.299408892
E14000997,0.636441914,0.525855051,0.066663299,0.338490805
E14000998,0.330680236,0.253201744,0.09681916,0.103491503
E14000999,0.530366983,0.626595107,0.076020261,0.218916579
E14001000,0.565097512,0.570744655,0.06578311,0.298416768
E14001001,0.53654267,0.540868698,0.06351526,0.271934025
E14001002,0.114817893,0.333957416,0.110641689,0.05950092
E14001003,0.44350098,0.46221336,0.099373943,0.282382892
E14001004,0.569204376,0.447013908,0.068278291,0.288136374
E14001005,0.380253432,0.336755609,0.075444288,0.225782478
E14001006,0.364574906,0.478410091,0.071132758,0.22334173
E14001007,0.507902514,0.563557487,0.142792219,0.249363117
E14001008,0.186711965,0.192728818,0.126112617,0.046141105
E14001009,0.449637024,0.619812937,0.081946694,0.232835021
