ONSConstID,A1,A2,A3,Err1
E14001010,0.232291688,0.530015579,0.087563168,0.19769182
E14001011,0.496327195,0.718612875,0.092854556,0.193694519
E14001012,0.371982211,0.636400832,0.101430878,0.196561773
E14001013,0.140747357,0.364076031,0.096510071,0.091092728
E14001014,0.327483865,0.561907486,0.077851038,0.231611076
E14001015,0.541791139,0.46432207,0.070879734,0.358224882
E14001016,0.261677362,0.618257099,0.096734309,0.165253279
E14001017,0.366345817,0.586475817,0.09138458,0.277046096
E14001018,0.442696992,0.506201022,0.075167033,0.344879989
E14001019,0.444380723,0.411285418,0.117788758,0.288910716
E14001020,0.288337359,0.65130374,0.088897415,0.194871251
E14001021,0.45608258,0.511840428,0.082948218,0.274556366
E14001022,0.543778714,0.632098854,0.075580147,0.239510802
E14001023,0.612380921,0.525462749,0.067059938,0.355692233
E14001024,0.437397507,0.50198502,0.071348359,0.318876864
E14001025,0.574361382,0.629385766,0.07538692,0.295605205
E14001026,0.501092977,0.534930546,0.072368103,0.306249858
E14001027,0.510441464,0.525352402,0.145832147,0.278347784
E14001028,0.312740346,0.707029144,0.083974749,0.238011353
E14001029,0.382398077,0.675940263,0.091241622,0.186800253
E14001030,0.39699119,0.691356679,0.094033773,0.190952661
E14001031,0.555068962,0.509966617,0.062591661,0.289084787
E14001032,0.162037952,0.473757411,0.134505697,0.070725995
E14001033,0.373991064,0.549380395,0.102218425,0.285507733
E14001034,0.611622154,0.632605276,0.087553133,0.319953536
E14001035,0.614527811,0.525807091,0.062122237,0.340787885
E14001036,0.333110059,0.329751009,0.086023071,0.054314294
E14001037,0.443225569,0.474507406,0.059807672,0.297359815
E14001038,0.5314544,0.566609672,0.074725759,0.26594501
E14001039,0.28496908,0.627132776,0.086888239,0.230326252
E14001040,0.46473625,0.270462827,0.067285648,0.163455734
E14001041,0.520137868,0.397103212,0.100911585,0.329814297
E14001042,0.643867881,0.460850937,0.066981344,0.359482157
E14001043,0.388273039,0.455934157,0.068923553,0.301560183
E14001044,0.420946054,0.427827161,0.065136037,0.291161524
E14001045,0.643163218,0.608304675,0.073052958,0.330113203
E14001046,0.555402367,0.463446575,0.071445614,0.353761476
E14001047,0.541269956,0.440575835,0.070444885,0.332776159
E14001048,0.566359524,0.424693352,0.069238681,0.407875204
E14001049,0.402514517,0.679300212,0.101366961,0.181473397
E14001050,0.347702732,0.688406529,0.094106173,0.174889793
E14001051,0.441930761,0.535751585,0.100667742,0.234474161
E14001052,0.480932657,0.536772433,0.106907095,0.271300128
E14001053,0.417314522,0.603195409,0.071666475,0.262187012
E14001054,0.387077692,0.614288324,0.08464543,0.219801197
E14001055,0.553749335,0.561226606,0.066815168,0.237819629
E14001056,0.500364534,0.480431531,0.099009718,0.335851962
E14001057,0.582836303,0.540370478,0.071079761,0.332216906
E14001058,0.583993428,0.631454747,0.074192396,0.296219611
E14001059,0.29623086,0.498734782,0.085187504,0.190162437
E14001060,0.544895967,0.592924734,0.080790013,0.290849531
E14001061,0.301744274,0.385330382,0.17559578,0.154078883
E14001062,0.511188117,0.449163483,0.09926141,0.30201202
S14000001,0.226922763,0.430997555,0.18484958,0.145502588
S14000002,0.421324703,0.323256542,0.115186111,0.215629097
S14000003,0.231908847,0.400513075,0.088764634,0.221552291
S14000004,0.451532643,0.481327687,0.077275476,0.225867589
S14000005,0.332355572,0.394323969,0.070775582,0.241121495
S14000006,0.401324045,0.429868181,0.080550435,0.226455052
S14000007,0.479696468,0.540184018,0.081664385,0.270583996
S14000008,0.538755323,0.4320072,0.069378875,0.252936499
S14000009,0.226206272,0.494353494,0.069645985,0.240687167
S14000010,0.343868521,0.427205817,0.079894186,0.227828243
S14000011,0.162477798,0.387233257,0.087448116,0.21718823
S14000012,0.182739032,0.379089926,0.088194732,0.227903599
S14000013,0.433031648,0.453945129,0.072313113,0.242997024
S14000014,0.493770934,0.43944527,0.063995181,0.277941331
S14000015,0.273620947,0.382527563,0.088347573,0.214748784
S14000016,0.161775732,0.411509893,0.174265349,0.13215536
S14000017,0.246873162,0.400266948,0.075337171,0.264116021
S14000018,0.146001042,0.267002273,0.078645802,0.321465627
S14000019,0.253299324,0.379972179,0.083322551,0.252567823
S14000020,0.296002004,0.353955957,0.079244261,0.259526862
S14000021,0.400014887,0.256814189,0.081403052,0.317179315
S14000022,0.185671944,0.304781011,0.190014059,0.098196616
S14000023,0.272050502,0.194145478,0.111364343,0.107941629
S14000024,0.197073579,0.23614058,0.147451963,0.17896852
S14000025,0.33363029,0.26862766,0.13600911,0.148034557
S14000026,0.218941188,0.289509792,0.073493184,0.218658381
S14000027,0.164732083,0.447627994,0.063682994,0.248648219
S14000028,0.261814938,0.419914073,0.077940434,0.260974131
S14000029,0.139339707,0.28021142,0.213627448,0.063442377
S14000030,0.188464303,0.439698604,0.099151049,0.122888889
S14000031,0.147432259,0.276583158,0.212825953,0.10067436
S14000032,0.129221086,0.376691995,0.108800988,0.078226671
S14000033,0.1802595,0.299735013,0.100253837,0.117498465
S14000034,0.190931538,0.287040851,0.088182398,0.137952337
S14000035,0.156142235,0.393580178,0.09547625,0.121642143
S14000036,0.194955321,0.464624908,0.081307731,0.220655854
S14000037,0.407208718,0.445631884,0.072537044,0.346968643
S14000038,0.214846648,0.362034214,0.087095785,0.184912112
S14000039,0.30525937,0.413797489,0.074556585,0.245015458
S14000040,0.266701069,0.396082531,0.086592294,0.234197427
S14000041,0.232979023,0.416631508,0.077496674,0.221358697
S14000042,0.32054686,0.354668626,0.080379026,0.244924958
S14000043,0.290779763,0.416080522,0.082424091,0.258158663
S14000044,0.24376726,0.438133367,0.085447761,0.253288022
S14000045,0.254478387,0.379409695,0.081803647,0.246983818
S14000046,0.475517278,0.498731967,0.076735088,0.255129549
S14000047,0.202499642,0.369725268,0.08993576,0.202175444
S14000048,0.312398541,0.42290654,0.078877663,0.208547558
S14000049,0.241212759,0.381371964,0.14254522,0.266492375
S14000050,0.414802097,0.39250284,0.071270795,0.292686296
S14000051,0.086952786,0.402813083,0.076219786,0.273290978
S14000052,0.275490722,0.360949483,0.08440282,0.233554555
S14000053,0.194716149,0.341897539,0.09368923,0.176355983
S14000054,0.422765648,0.401714195,0.078440414,0.240901252
S14000055,0.248634732,0.433522127,0.061985964,0.285631833
S14000056,0.195412014,0.373417415,0.081132002,0.203643742
S14000057,0.370593241,0.322849138,0.115981695,0.282968642
S14000058,0.478527845,0.386072232,0.068040563,0.380674169
S14000059,0.171993739,0.38005553,0.091093474,0.169326725
W07000041,0.277892258,0.509420042,0.075425442,0.285578872
W07000042,0.414353848,0.5477104,0.076813188,0.312902237
W07000043,0.403932082,0.577478829,0.085958427,0.307345848
W07000044,0.436595235,0.573314184,0.092195474,0.265657952
W07000045,0.236577264,0.554835551,0.083832851,0.246503246
W07000046,0.426935229,0.501766498,0.067477094,0.310363327
W07000047,0.313287914,0.426585298,0.199769425,0.197722538
W07000048,0.259933445,0.620992238,0.088879507,0.207150428
W07000049,0.17737766,0.599654508,0.082817958,0.222058875
W07000050,0.198107365,0.303544146,0.297876205,0.198452299
W07000051,0.421110299,0.390805434,0.112240961,0.299986059
W07000052,0.101196259,0.612428866,0.090950903,0.18456784
W07000053,0.309505842,0.608801543,0.087328007,0.246910319
W07000054,0.53104516,0.478450301,0.066927018,0.316716284
W07000055,0.347664313,0.602546849,0.099753505,0.242342624
W07000056,0.392858787,0.53006771,0.091181602,0.250440432
W07000057,0.163570618,0.349074901,0.162366071,0.261113865
W07000058,0.445940902,0.533837984,0.07287069,0.249447252
W07000059,0.480666109,0.525325044,0.069832251,0.278064075
W07000060,0.440595595,0.559417007,0.082164808,0.24350365
W07000061,0.291188876,0.483668999,0.066948337,0.258516396
W07000062,0.390830976,0.602582014,0.079018275,0.286425903
W07000063,0.518041902,0.559858487,0.072610107,0.306746017
W07000064,0.183745316,0.453701374,0.163931403,0.274919207
W07000065,0.433727516,0.557690731,0.078211707,0.281885871
W07000066,0.468218633,0.553661948,0.085171584,0.27342882
W07000067,0.262692242,0.537655347,0.071362216,0.307498198
W07000068,0.485822809,0.517243179,0.066679191,0.296771469
W07000069,0.237220844,0.542076298,0.079452761,0.256693062
W07000070,0.193887177,0.569626626,0.091367908,0.212756633
W07000071,0.181040394,0.584037439,0.091664451,0.203376823
W07000072,0.147696393,0.620280444,0.092646174,0.20850868
W07000073,0.397942434,0.496508306,0.081767306,0.279789019
W07000074,0.251424578,0.5975247,0.081966336,0.25780134
W07000075,0.267082769,0.458199504,0.106626558,0.285142496
W07000076,0.252149067,0.55157605,0.083386986,0.256030717
W07000077,0.272241155,0.588666751,0.085733609,0.259213448
W07000078,0.474719833,0.52346426,0.080750616,0.288013657
W07000079,0.297540157,0.448370221,0.088874729,0.22177326
W07000080,0.301915799,0.449356872,0.097650179,0.200243236
