ONSConstID,leavehanretty,Turnout17,Con17,Lab17,ld17,snp17,PC17,UKIP17,Green17,Turnout15,Con15,Lab15,LD15,SNP15,PC15,UKIP15,Green15,Turnout19,con19,lab19,ld19,brexit19,green19,snp19,pc19,Long_term_unemployed,Population_density,Industry_manufacturing,Con10,Lab10,LD10,SNP10,PC10,UKIP10,Green10,BNP10,Turn10,Region
E14000530,0.582306762,0.642346303,0.550561798,0.316179775,0.074300306,0,0,0.036690501,0.02226762,0.638,0.506,0.183,0.088,0,0,0.179,0.044,0.660065825,0.583743637,0.235375115,0.144371193,0,0.036510056,0,0,0.0137,19.61,0.0706,0.4672,0.1209,0.3441,0,0,0.045,0,0,0.635,E12000008
E14000531,0.680228227,0.666550702,0.654082267,0.298496334,0.033378899,0,0,0,0,0.656,0.52,0.224,0.034,0,0,0.196,0.021,0.654195351,0.707894871,0.203700879,0.060266382,0,0.019597377,0,0,0.02,17.48,0.139,0.5931,0.1979,0.1769,0,0,0,0.0219,0,0.651,E12000005
E14000532,0.384687096,0.720918799,0.510191324,0.388463724,0.076738019,0,0,0,0.018942982,0.702,0.53,0.267,0.084,0,0,0.08,0.039,0.749080115,0.48045213,0.368350894,0.110220404,0,0.02859595,0,0,0.0118,18.71,0.0714,0.4895,0.2242,0.2547,0,0,0.0316,0,0,0.693,E12000002
E14000533,0.653392145,0.673047822,0.565475541,0.384296348,0.0240117,0,0,0,0.014188732,0.651,0.44,0.348,0.03,0,0,0.159,0.024,0.651180405,0.638532271,0.267957074,0.063050014,0,0.03046064,0,0,0.0176,7.05,0.2005,0.3861,0.3745,0.1444,0,0,0.0197,0,0.0695,0.655,E12000004
E14000534,0.506853836,0.758146909,0.62355616,0.227197292,0.079377987,0,0,0.027681891,0.04218667,0.731,0.608,0.112,0.072,0,0,0.144,0.064,0.751388787,0.579175352,0.158318134,0.212431605,0,0.041020714,0,0,0.0085,1.51,0.0721,0.5776,0.0864,0.2794,0,0,0.0567,0,0,0.722,E12000008
E14000535,0.7057585,0.640312004,0.416938371,0.425759606,0.019382714,0,0,0.037705279,0.007961115,0.615,0.224,0.41,0.148,0,0,0.214,0,0.626310675,0.392629645,0.24440588,0.022560229,0.051061658,0.013760719,0,0,0.0188,9.46,0.1756,0.222,0.3369,0.333,0,0,0.0194,0,0.0577,0.623,E12000004
E14000536,0.596788819,0.685216337,0.589822809,0.297934167,0.051787772,0,0,0.037041367,0.023413885,0.673,0.525,0.184,0.06,0,0,0.188,0.043,0.670653133,0.620556453,0.220466541,0.100700977,0,0.043923475,0,0,0.0134,2.24,0.0873,0.5414,0.1668,0.228,0,0,0.0454,0.0184,0,0.679,E12000008
E14000537,0.635452015,0.604903347,0.319563523,0.603550147,0.016242174,0,0,0.047217962,0.013426194,0.575,0.221,0.498,0.024,0,0,0.218,0.039,0.567521845,0.370175484,0.480676015,0.036159569,0.08167656,0.031312372,0,0,0.0208,31.43,0.1248,0.2475,0.4841,0.1484,0,0,0.0439,0,0.0762,0.569,E12000002
E14000538,0.521016134,0.712124149,0.549699743,0.300375959,0.096286341,0,0,0.022047191,0.021043499,0.687,0.507,0.151,0.106,0,0,0.197,0.039,0.698967288,0.540428553,0.253631801,0.166419044,0,0.039520602,0,0,0.0121,5.82,0.0793,0.5217,0.1259,0.2844,0,0,0.068,0,0,0.682,E12000008
E14000539,0.505358953,0.734419737,0.542347552,0.34094084,0.056073552,0,0,0.025681427,0.019898639,0.671,0.53,0.213,0.059,0,0,0.139,0.046,0.698222291,0.54271229,0.275504204,0.140350598,0,0.041432908,0,0,0.0101,2.54,0.1241,0.5281,0.1916,0.2041,0,0,0.0499,0.0171,0,0.647,E12000008
E14000540,0.603300234,0.619030926,0.224648168,0.677845592,0.012563183,0,0,0.063570964,0.015184882,0.581,0.163,0.577,0.013,0,0,0.222,0.02,0.57084397,0.264994719,0.611676667,0.033304119,0.071597115,0.01842738,0,0,0.0312,59.89,0.043,0.178,0.5431,0.082,0,0,0.0287,0.007,0.146,0.614,E12000007
E14000541,0.683781588,0.608793845,0.241410188,0.639138332,0.014045591,0,0,0.085424822,0.014582854,0.567,0.15,0.557,0.021,0,0,0.217,0.026,0.565329289,0.213857952,0.401159797,0.031867328,0.304392597,0.024388261,0,0,0.0225,17.12,0.13,0.1726,0.4726,0.1728,0,0,0.0467,0,0.0894,0.565,E12000003
E14000542,0.707779414,0.589129367,0.269692957,0.595448303,0.018393172,0,0,0.079630175,0,0.557,0.146,0.547,0.031,0,0,0.235,0,0.54773826,0.272576832,0.376385605,0.034935645,0.291883373,0.024218545,0,0,0.0228,10.29,0.1245,0.1649,0.4705,0.1816,0,0,0.0451,0,0.086,0.561,E12000003
E14000543,0.567874112,0.685004462,0.470329901,0.47472158,0.026854381,0,0,0.020214331,0.007879807,0.633,0.405,0.423,0.027,0,0,0.117,0.025,0.656318595,0.518524953,0.392802849,0.043977761,0.029427095,0.015267341,0,0,0.0155,3.16,0.1954,0.363,0.4811,0.1003,0,0,0.0191,0.012,0.019,0.642,E12000002
E14000544,0.669165671,0.649582785,0.609577452,0.311256067,0.034462799,0,0,0.044703682,0,0.629,0.527,0.237,0.038,0,0,0.198,0,0.631247675,0.670549311,0.207985859,0.084776106,0,0.031612582,0,0,0.0199,14.89,0.0801,0.5274,0.2306,0.1573,0,0,0.0383,0,0.0465,0.635,E12000006
E14000545,0.53641913,0.683480916,0.527340958,0.358184417,0.060864904,0,0,0.030039314,0.019764117,0.666,0.486,0.277,0.074,0,0,0.156,0,0.659765097,0.54087694,0.281377369,0.12503427,0,0.039076636,0,0,0.0134,18.25,0.0916,0.5052,0.2039,0.2451,0,0,0.041,0,0,0.671,E12000008
E14000546,0.683248597,0.665266106,0.432822967,0.525684211,0.022086124,0,0,0,0,0.636,0.307,0.486,0.027,0,0,0.16,0.02,0.635321903,0.552270805,0.276646801,0.065537657,0.105544738,0,0,0,0.0157,2.16,0.1333,0.3389,0.5046,0.1124,0,0,0.0359,0,0,0.648,E12000004
E14000547,0.316927941,0.742505017,0.357824254,0.146804348,0.472662001,0,0,0,0.022709396,0.775,0.378,0.132,0.297,0,0,0.062,0.119,0.768940344,0.308738348,0.127335149,0.545072692,0.012313476,0,0,0,0.0105,30.99,0.0438,0.3136,0.069,0.566,0,0,0.0189,0.0238,0,0.718,E12000009
E14000548,0.603524543,0.670899814,0.388304202,0.554927482,0.02275939,0,0,0,0.01292302,0.644,0.312,0.432,0.047,0,0,0.18,0.024,0.665263079,0.3602887,0.426889867,0.046516901,0.031704045,0.013074612,0,0,0.0198,19.73,0.173,0.3357,0.4219,0.1584,0,0,0,0.0118,0.0721,0.666,E12000003
E14000549,0.230375568,0.709748111,0.415489121,0.459370119,0.079933888,0,0,0.006484071,0.015728868,0.671,0.524,0.368,0.044,0,0,0.031,0.033,0.755853812,0.36050486,0.455007753,0.152558481,0.0064358,0.025493106,0,0,0.0154,103.77,0.0232,0.4735,0.351,0.1471,0,0,0.0104,0.0115,0,0.657,E12000007
E14000550,0.492974233,0.722718126,0.652513029,0.214464196,0.079388877,0,0,0.028717784,0.024916113,0.696,0.632,0.114,0.074,0,0,0.138,0.042,0.744570252,0.561225548,0.099467754,0,0,0.035131679,0,0,0.0092,5.64,0.0808,0.6106,0.1169,0.1957,0,0,0.0495,0.0146,0,0.7,E12000008
E14000551,0.474880875,0.760103055,0.59329847,0.301084641,0.078888243,0,0,0,0.026728646,0.724,0.573,0.194,0.069,0,0,0.125,0.038,0.736287903,0.539649886,0.257620413,0.162080902,0,0.040648798,0,0,0.0125,25.23,0.0322,0.5787,0.1445,0.2058,0,0,0.0325,0.0128,0.021,0.72,E12000007
E14000552,0.536787168,0.674936307,0.452207096,0.468481848,0.058518977,0,0,0,0.020792079,0.665,0.426,0.402,0.042,0,0,0.096,0.031,0.660803845,0.430138898,0.433204372,0.097418659,0.018942517,0.020295554,0,0,0.0215,29.78,0.087,0.389,0.359,0.1986,0,0,0.0252,0.0087,0.0168,0.658,E12000006
E14000553,0.270040119,0.670481886,0.129543241,0.532475522,0.310811504,0,0,0.014319646,0.010919157,0.638,0.118,0.431,0.343,0,0,0.063,0.039,0.62859257,0.16511132,0.541209588,0.266092297,0.027586795,0,0,0,0.0221,121.4,0.0197,0.1711,0.2925,0.4835,0,0,0,0.0161,0.0307,0.575,E12000007
E14000554,0.555517331,0.717805703,0.524613854,0.2455226,0.211219558,0,0,0,0.018643987,0.696,0.411,0.149,0.289,0,0,0.112,0.037,0.702530906,0.568690779,0.216390795,0.181813864,0,0.033104562,0,0,0.0151,0.32,0.0765,0.3672,0.1317,0.4372,0,0,0.0323,0,0.0316,0.67,E12000001
E14000555,0.309319051,0.695033401,0.126636022,0.718244881,0.049845382,0,0,0.014943585,0.025340577,0.639,0.152,0.612,0.045,0,0,0.061,0.093,0.686161655,0.107790364,0.72738681,0.097288729,0.017849477,0.042435851,0,0,0.0246,136.8,0.0233,0.1394,0.4294,0.2013,0,0,0,0.0169,0.0277,0.624,E12000007
E14000556,0.587896089,0.689809936,0.584115173,0.331733707,0.050469104,0,0,0,0.012868903,0.652,0.481,0.25,0.055,0,0,0.167,0.034,0.671827946,0.621007807,0.239102013,0.087239924,0,0.025736805,0,0,0.0137,1.28,0.1036,0.4711,0.211,0.227,0,0,0.0347,0.0129,0.0391,0.668,E12000003
E14000557,0.576764398,0.731234093,0.619686575,0.24699018,0.07541364,0,0,0.033730159,0.024179446,0.701,0.548,0.141,0.076,0,0,0.184,0.051,0.720971658,0.636115953,0.195133095,0.123195641,0,0.045555311,0,0,0.0121,1.91,0.06,0.5156,0.1195,0.2797,0,0,0,0,0.0357,0.689,E12000008
E14000558,0.650495758,0.691862512,0.55573259,0.354953639,0.026577264,0,0,0.043019319,0.013299697,0.674,0.473,0.262,0.03,0,0,0.21,0.022,0.660587175,0.597881885,0.294894325,0.065185219,0,0.030014337,0,0,0.0181,40.64,0.0494,0.5047,0.2652,0.1274,0,0,0.0361,0.0086,0.0473,0.665,E12000007
E14000559,0.518346334,0.677113703,0.18422921,0.768568353,0.025605203,0,0,0,0.021597233,0.627,0.149,0.676,0.036,0,0,0.098,0.042,0.663859352,0.130879539,0.590375393,0.038271634,0.035176829,0.033192374,0,0,0.0302,35.29,0.1029,0.1893,0.6251,0.1855,0,0,0,0,0,0.563,E12000002
E14000560,0.431658412,0.640495807,0.394547372,0.553150509,0.035861689,0,0,0,0.012886362,0.63,0.383,0.448,0.029,0,0,0.101,0.033,0.614982275,0.368621244,0.501252126,0.079120204,0.0247354,0.026271026,0,0,0.0246,34.66,0.0681,0.3757,0.4064,0.1536,0,0,0.0176,0.0113,0.0288,0.606,E12000005
E14000561,0.575227697,0.571979652,0.38385684,0.57960072,0.020152081,0,0,0,0.016390359,0.533,0.308,0.456,0.028,0,0,0.174,0.027,0.53257846,0.400777768,0.502994692,0.036929802,0.040903801,0.018393937,0,0,0.0362,44.51,0.1115,0.3261,0.4183,0.1615,0,0,0.0237,0,0.0511,0.535,E12000005
E14000562,0.432665879,0.693871293,0.150966673,0.775971276,0.057761002,0,0,0,0.01530105,0.616,0.177,0.598,0.116,0,0,0.045,0.047,0.659056089,0.139498403,0.678289959,0.069418457,0.016575003,0.015459923,0,0,0.0277,59.38,0.0791,0.1502,0.3292,0.246,0,0,0.0195,0,0,0.636,E12000005
E14000563,0.575881462,0.612882771,0.141828685,0.810578954,0.017351382,0,0,0.021899384,0.008341596,0.545,0.115,0.684,0.064,0,0,0.113,0.02,0.574787662,0.149812235,0.786547563,0.016887763,0.033753305,0.007288403,0,0,0.0373,58.96,0.1105,0.1162,0.5198,0.2772,0,0,0.0168,0,0.0549,0.566,E12000005
E14000564,0.410829065,0.589906174,0.131987314,0.827123732,0.027985571,0,0,0,0.012903382,0.527,0.127,0.736,0.038,0,0,0.05,0.042,0.56223302,0.113324469,0.791941688,0.052898998,0.019730282,0.022104563,0,0,0.0371,49,0.0738,0.1194,0.5567,0.2747,0,0,0.0252,0.024,0,0.487,E12000005
E14000565,0.575496397,0.613202069,0.426828718,0.53206458,0.021624425,0,0,0,0.019482277,0.594,0.357,0.416,0.032,0,0,0.167,0.028,0.584823731,0.463060931,0.425008121,0.045500951,0.038400854,0.022135598,0,0,0.0324,40.81,0.096,0.3362,0.4028,0.1566,0,0,0.0326,0.0097,0.0548,0.586,E12000005
E14000566,0.541858041,0.630431062,0.265312125,0.681245333,0.024436048,0,0,0,0.013371948,0.59,0.215,0.574,0.048,0,0,0.122,0.032,0.585326223,0.267563528,0.630982039,0.045104041,0.032789997,0.020048877,0,0,0.0298,43.46,0.1086,0.2131,0.5028,0.2196,0,0,0.0398,0,0,0.59,E12000005
E14000567,0.436370308,0.658666129,0.319056854,0.629498826,0.033561294,0,0,0,0.017883025,0.603,0.29,0.477,0.056,0,0,0.127,0.051,0.598403194,0.309297107,0.560252289,0.064062911,0.029029454,0.037358239,0,0,0.0214,46.79,0.0769,0.3107,0.3855,0.2227,0,0,0.0243,0.0143,0.0391,0.623,E12000005
E14000568,0.61292229,0.613135669,0.198283223,0.570715923,0.179407667,0,0,0.043054245,0.006291852,0.57,0.14,0.416,0.256,0,0,0.161,0.017,0.57129471,0.298045832,0.547799803,0.08796101,0.052626646,0.013566709,0,0,0.0299,47.5,0.1111,0.1918,0.3222,0.3956,0,0,0.0291,0,0.0527,0.565,E12000005
E14000569,0.606224144,0.639674258,0.469166609,0.480765232,0.027171276,0,0,0,0,0.596,0.325,0.414,0.044,0,0,0.178,0.039,0.657253924,0.537149872,0.35944649,0.047606294,0.055797344,0,0,0,0.0183,0.95,0.1477,0.2627,0.3895,0.2234,0,0,0.0272,0,0.0495,0.602,E12000001
E14000570,0.564311221,0.672407449,0.268967694,0.697632327,0.014921604,0,0,0,0,0.601,0.273,0.563,0.022,0,0,0.143,0,0.628014712,0.239985694,0.649141631,0.025259299,0.061918813,0.016563841,0,0,0.0236,26.59,0.1542,0.2614,0.4781,0.152,0,0,0.0207,0,0.0474,0.629,E12000002
E14000571,0.513329092,0.559862104,0.215815322,0.704459901,0.018373096,0,0,0.045496472,0.011517463,0.516,0.15,0.619,0.024,0,0,0.165,0.042,0.526331571,0.245610855,0.618545756,0.04117251,0.070847791,0.023823088,0,0,0.0259,39.7,0.0631,0.183,0.5427,0.1421,0,0,0.0261,0,0.0722,0.492,E12000002
E14000572,0.668536538,0.641064924,0.493940059,0.444607018,0.018216402,0,0,0.033945424,0.009291097,0.631,0.444,0.36,0.024,0,0,0.148,0.023,0.609244489,0.576332337,0.354808783,0.038501185,0,0.018941346,0,0,0.0207,36.27,0.0753,0.4179,0.365,0.133,0,0,0.0409,0,0.0383,0.616,E12000002
E14000573,0.678039136,0.59779374,0.430807084,0.502989729,0.018138643,0,0,0.038308586,0.009755958,0.565,0.338,0.418,0.023,0,0,0.173,0.026,0.567724042,0.496061309,0.383396434,0.030776746,0.061339766,0.01718979,0,0,0.0252,40.18,0.0835,0.358,0.4106,0.1444,0,0,0.0384,0,0.0421,0.558,E12000002
E14000574,0.563187563,0.702376605,0.280800266,0.561080609,0.090799434,0,0,0.051139672,0.012124615,0.664,0.174,0.492,0.122,0,0,0.175,0.037,0.673234787,0.312230468,0.433309253,0.081062148,0.127689849,0.027998511,0,0,0.0159,8.06,0.1038,0.1594,0.4964,0.2935,0,0,0,0,0.0507,0.662,E12000001
E14000575,0.598803579,0.67003075,0.373146623,0.559425747,0.045822546,0,0,0,0.021605084,0.601,0.217,0.463,0.059,0,0,0.223,0.038,0.634170948,0.426833745,0.409407964,0.05264446,0.083066154,0.028047676,0,0,0.0199,11.68,0.1149,0.1663,0.4448,0.2719,0,0,0.0432,0,0.0441,0.6,E12000001
E14000576,0.642237761,0.67722579,0.589577816,0.248909487,0.065274965,0,0,0.036240069,0.019337124,0.645,0.513,0.138,0.09,0,0,0.217,0.041,0.661402784,0.634890576,0.195576206,0.1102044,0,0.035648049,0,0,0.0162,16.12,0.0908,0.5141,0.1404,0.2353,0,0,0.0648,0,0.0403,0.662,E12000008
E14000577,0.702722126,0.63352354,0.405533223,0.519207206,0.029493325,0,0,0.045766246,0,0.611,0.245,0.512,0.033,0,0,0.21,0,0.618343832,0.474356742,0.359005616,0.03829074,0.090360921,0.016500501,0,0,0.0188,4.17,0.1526,0.2458,0.5,0.1551,0,0,0.0391,0,0.06,0.605,E12000004
E14000578,0.577672352,0.672036054,0.422127791,0.506163823,0.029125999,0,0,0.034681185,0.007901202,0.636,0.328,0.43,0.029,0,0,0.188,0.026,0.644662838,0.453645881,0.444967398,0.04240518,0.043162825,0.015818716,0,0,0.0212,26.19,0.1054,0.3648,0.4591,0.13,0,0,0.0419,0,0,0.643,E12000002
E14000579,0.634216819,0.614391894,0.296529074,0.606667769,0.018453323,0,0,0.065661697,0.012688136,0.585,0.203,0.505,0.026,0,0,0.236,0.029,0.587076905,0.342774111,0.529898532,0.034750271,0.073096247,0.019480839,0,0,0.0237,27.01,0.1115,0.2562,0.4742,0.1588,0,0,0.0395,0.0155,0.0508,0.566,E12000002
E14000580,0.555387153,0.701320109,0.479080973,0.460747444,0.029086849,0,0,0.031084734,0,0.668,0.406,0.39,0.04,0,0,0.153,0,0.673552759,0.552862185,0.373240294,0.054850095,0,0.019047426,0,0,0.0151,13.47,0.1043,0.3833,0.3852,0.1719,0,0,0.04,0.0115,0,0.668,E12000002
E14000581,0.54876439,0.690086727,0.120486001,0.840339644,0.01664413,0,0,0,0.014098791,0.644,0.081,0.745,0.022,0,0,0.109,0.033,0.657125294,0.091715134,0.794444218,0.037052101,0.053076829,0.023711718,0,0,0.0312,38.54,0.0634,0.0891,0.6644,0.1513,0,0,0.0609,0,0.0228,0.578,E12000002
E14000582,0.749607781,0.626867635,0.635998974,0.24951608,0.01798083,0,0,0.077147322,0.012756827,0.639,0.438,0.165,0.023,0,0,0.338,0.018,0.600971448,0.766572333,0.152100921,0.047078856,0,0,0,0,0.0176,1.45,0.1457,0.4945,0.2064,0.1477,0,0,0.0946,0,0.0528,0.611,E12000004
E14000583,0.607973039,0.687819155,0.567298106,0.240581826,0.173479561,0,0,0,0.018640507,0.672,0.428,0.175,0.223,0,0,0.174,0,0.692060533,0.638928268,0.173270485,0.161185143,0,0.026616104,0,0,0.0126,3.4,0.1385,0.4262,0.1598,0.3335,0,0,0.0202,0,0.0453,0.702,E12000004
E14000584,0.535071303,0.651794452,0.518758485,0.355506191,0.065161051,0,0,0.028898762,0.025422683,0.623,0.492,0.166,0.084,0,0,0.165,0.073,0.66474199,0.505865162,0.327150221,0.109956569,0,0.041583797,0,0,0.0155,40.54,0.0686,0.4843,0.1326,0.3087,0,0,0.0688,0,0,0.619,E12000009
E14000585,0.578992607,0.60806066,0.535016964,0.361763318,0.065809873,0,0,0,0.028018065,0.58,0.482,0.177,0.079,0,0,0.185,0.074,0.619594367,0.533962633,0.313200078,0.107249277,0,0.045588011,0,0,0.0135,36.52,0.0757,0.4515,0.1481,0.3175,0,0,0.072,0,0,0.581,E12000009
E14000586,0.53251042,0.705715981,0.588313175,0.301760538,0.074894439,0,0,0.027213197,0,0.679,0.558,0.169,0.075,0,0,0.157,0.041,0.688166325,0.586826127,0.221987121,0.142575897,0,0.038436063,0,0,0.0127,14.18,0.0657,0.5241,0.1679,0.2229,0,0,0.0441,0.0158,0.024,0.678,E12000008
E14000587,0.5785857,0.648141045,0.203651747,0.653873131,0.018477927,0,0,0.03007321,0.006334663,0.626,0.113,0.466,0.295,0,0,0.099,0.021,0.603557085,0.219106464,0.629752852,0.075049792,0.061108093,0.014982799,0,0,0.0286,45.34,0.1136,0.2684,0.3281,0.3371,0,0,0,0,0.0458,0.621,E12000003
E14000588,0.626779974,0.605871413,0.381592731,0.544812297,0.012570343,0,0,0.042826865,0.009013618,0.591,0.263,0.434,0.029,0,0,0.241,0.033,0.575572807,0.403714048,0.462746282,0.03787021,0.0709343,0.02473516,0,0,0.0261,23.18,0.1234,0.2911,0.4127,0.1829,0,0,0.0352,0,0.0698,0.598,E12000003
E14000589,0.49395092,0.673810088,0.165656299,0.646722896,0.015638728,0,0,0.019438587,0.010564927,0.636,0.153,0.496,0.029,0,0,0.078,0.027,0.626092738,0.151758885,0.762206005,0.030478299,0.035155103,0.018368315,0,0,0.0262,31.82,0.1052,0.3115,0.4535,0.1166,0,0,0.02,0.0232,0.0338,0.649,E12000003
E14000590,0.614274471,0.694752775,0.62823453,0.276172457,0.043018767,0,0,0.035068608,0.017505638,0.684,0.538,0.185,0.049,0,0,0.188,0.031,0.671457824,0.675498525,0.186914592,0.094635537,0,0,0,0,0.0147,2.09,0.0997,0.5264,0.1988,0.1879,0,0,0.0503,0.0146,0.0219,0.691,E12000006
E14000591,0.429245549,0.649647822,0.195253939,0.730610372,0.04816812,0,0,0.010631788,0.015335781,0.611,0.203,0.621,0.084,0,0,0.039,0.041,0.584682026,0.222034519,0.646808597,0.098591549,0,0.032565334,0,0,0.0252,75.15,0.038,0.1118,0.4122,0.4418,0,0,0,0.0147,0,0.612,E12000007
E14000592,0.430923583,0.683614519,0.326606902,0.628871093,0.028594713,0,0,0,0.011693005,0.635,0.335,0.543,0.05,0,0,0.039,0.029,0.61916981,0.362998516,0.518726267,0.078355404,0.018331117,0.016384279,0,0,0.0173,61.79,0.0615,0.3152,0.4687,0.1698,0,0,0.0073,0.0139,0,0.623,E12000007
E14000593,0.395085327,0.723650838,0.376154083,0.573820766,0.05002515,0,0,0,0,0.678,0.429,0.438,0.04,0,0,0.056,0.037,0.679988342,0.321503275,0.501765936,0.125398622,0.01997394,0.031358228,0,0,0.0164,49.03,0.0384,0.3724,0.336,0.2365,0,0,0.0161,0.0146,0.0131,0.643,E12000007
E14000594,0.608936703,0.704837012,0.657928558,0.204290304,0.083651484,0,0,0.034870535,0.017293517,0.716,0.588,0.125,0.088,0,0,0.168,0.027,0.703594446,0.685716444,0.136792007,0.135734386,0,0.031709758,0,0,0.0117,2.94,0.0571,0.5691,0.0987,0.2347,0,0,0.0403,0.0115,0.0286,0.691,E12000006
E14000595,0.621904646,0.652529845,0.551100966,0.285976625,0.108672147,0,0,0.036075308,0.018174953,0.676,0.46,0.176,0.124,0,0,0.192,0.048,0.675659522,0.62143551,0.197530008,0.135381253,0,0.032557413,0,0,0.0131,0.99,0.1035,0.4528,0.1713,0.2831,0,0,0.0478,0.0158,0.0235,0.712,E12000009
E14000596,0.662050789,0.681968851,0.604101471,0.329715693,0.018554276,0,0,0.035421799,0.01220676,0.632,0.53,0.272,0.018,0,0,0.155,0.021,0.65821441,0.712893415,0.207363716,0.0502281,0,0.029514769,0,0,0.0163,1.36,0.1539,0.4486,0.3312,0.1462,0,0,0.0399,0,0.0341,0.652,E12000003
E14000597,0.434299378,0.724772804,0.382770744,0.583311317,0.029609608,0,0,0,0,0.668,0.407,0.392,0.03,0,0,0.098,0.07,0.694986611,0.349700204,0.515793378,0.061071848,0.027342221,0.04609235,0,0,0.0154,23.09,0.0414,0.3797,0.3486,0.1801,0,0,0.0324,0.0546,0,0.647,E12000008
E14000598,0.256776314,0.764207933,0.192105674,0.26782464,0,0,0,0.010921005,0.522630749,0.714,0.228,0.273,0.028,0,0,0.05,0.418,0.733622576,0.175454326,0.227783717,0,0.01327632,0.571588675,0,0,0.0124,35.71,0.0342,0.2368,0.2891,0.1381,0,0,0.0183,0.3133,0,0.7,E12000008
E14000599,0.488165782,0.701498308,0.343569755,0.607236363,0.027343058,0,0,0,0.021850824,0.642,0.307,0.393,0.058,0,0,0.155,0.083,0.706052771,0.324481344,0.531445335,0.067626644,0.036066265,0.040380412,0,0,0.016,40.22,0.0731,0.2832,0.3659,0.2442,0,0,0.0335,0.0178,0.0435,0.648,E12000009
E14000600,0.407192903,0.717130207,0.418496747,0.506506951,0.052018634,0,0,0,0.022977669,0.676,0.439,0.344,0.062,0,0,0.094,0.057,0.732697023,0.387187975,0.489039993,0.088395813,0,0.035376219,0,0,0.0156,22.87,0.0723,0.3797,0.2594,0.3147,0,0,0.0233,0.0102,0,0.685,E12000009
E14000601,0.497144226,0.655110105,0.306700747,0.600676694,0.033485344,0,0,0.030745467,0.026258689,0.62,0.243,0.384,0.087,0,0,0.165,0.115,0.656477836,0.326762809,0.505380825,0.076581636,0.042122618,0.049152112,0,0,0.0181,43.69,0.0708,0.2292,0.3845,0.2866,0,0,0.0261,0.0251,0.0359,0.616,E12000009
E14000602,0.204051993,0.769953657,0.137931516,0.659325774,0.07263155,0,0,0,0.128700704,0.72,0.152,0.357,0.188,0,0,0.03,0.268,0.760964404,0.116804364,0.622656498,0,0.011505667,0.249033471,0,0,0.0145,72.3,0.0483,0.1837,0.2751,0.4805,0,0,0.0118,0.0378,0,0.669,E12000009
E14000603,0.540607715,0.723756692,0.5789784,0.296403495,0.079487592,0,0,0.028479034,0.01665148,0.711,0.505,0.188,0.098,0,0,0.167,0.042,0.729062968,0.595573653,0.211892518,0.161380908,0,0.02478193,0,0,0.0098,1.25,0.0926,0.462,0.1383,0.3236,0,0,0.0452,0.0143,0.0165,0.72,E12000006
E14000604,0.491202346,0.716587066,0.539518238,0.333997685,0.072200077,0,0,0.029638678,0.024645322,0.673,0.53,0.222,0.064,0,0,0.143,0.041,0.683179153,0.525786771,0.286770838,0.14530571,0,0.033928807,0,0,0.0169,30.12,0.0337,0.5352,0.1657,0.2196,0,0,0.0329,0.0138,0.0243,0.673,E12000007
E14000605,0.553651279,0.734528551,0.619781643,0.313101406,0.04603997,0,0,0,0.02107698,0.712,0.538,0.222,0.05,0,0,0.156,0.033,0.722874877,0.633991745,0.208247347,0.124907871,0,0.032853037,0,0,0.0113,4.32,0.1077,0.4369,0.2179,0.1961,0,0,0.0571,0,0.0372,0.706,E12000005
E14000606,0.658179306,0.646036843,0.621564705,0.288996525,0.031188796,0,0,0.040391703,0.017858271,0.631,0.561,0.184,0.032,0,0,0.197,0.026,0.638217048,0.655825804,0.231747527,0.084999786,0,0.027426883,0,0,0.0169,14.78,0.0653,0.5879,0.1761,0.1338,0,0,0.0414,0,0.0473,0.64,E12000006
E14000607,0.524148449,0.749976356,0.468094689,0.452547381,0.040480651,0,0,0.026608777,0.012268502,0.744,0.452,0.372,0.04,0,0,0.106,0.029,0.756611729,0.481292517,0.384842235,0,0,0.032674772,0,0,0.014,14.44,0.1095,0.3904,0.383,0.1689,0,0,0.0226,0.008,0.027,0.732,E12000004
E14000608,0.486547127,0.661671796,0.758119934,0,0,0,0,0.079120712,0.162759354,0.692,0.645,0,0,0,0,0.217,0.138,0.7632117,0.583614359,0.120363075,0.261968546,0.020265372,0,0,0,0.0086,1.12,0.0825,0.473,0,0,0,0,0.174,0,0,0.645,E12000008
E14000609,0.66612799,0.622633637,0.309729461,0.467411268,0.15006205,0,0,0.061355175,0.011442045,0.616,0.135,0.376,0.295,0,0,0.173,0.021,0.605859041,0.403242356,0.368561461,0.089806074,0.086240509,0.018956495,0,0,0.0213,7.86,0.1789,0.1661,0.3134,0.3568,0,0,0.0222,0,0.0895,0.628,E12000002
E14000610,0.646241364,0.674892501,0.579751958,0.378453647,0.025285007,0,0,0,0.016509387,0.655,0.501,0.273,0.025,0,0,0.175,0.025,0.649528226,0.606508269,0.30908121,0.055008412,0,0.029402109,0,0,0.0143,4.22,0.1692,0.4453,0.3188,0.1584,0,0,0.0291,0,0.0484,0.665,E12000005
E14000611,0.536593443,0.708833975,0.444815565,0.536145962,0.019038474,0,0,0,0,0.669,0.419,0.411,0.021,0,0,0.124,0.025,0.680808697,0.462415405,0.460173779,0.033816528,0.026472535,0.017121752,0,0,0.0155,17.17,0.1057,0.4019,0.352,0.17,0,0,0.0285,0,0.0406,0.673,E12000002
